source_type,source_file,source_sheet,source_lot,external_county,external_subcounty,external_settlement,external_contract,effective_contract,external_financier,external_cluster,matched_settlement_id,matched_settlement_name,matched_settlement_code,settlement_match_method,settlement_match_score,matched_county_id,matched_subcounty_id,matched_project_id,matched_project_title,matched_project_code,project_match_method,project_match_score,project_location_id,comp11_titles_expected,comp11_population,comp11_lot,comp11_cluster,roads_km_planned,roads_km_achieved,drainage_km_planned,drainage_km_achieved,water_pipeline_km_planned,water_pipeline_km_achieved,water_connections_planned,water_connections_achieved,ablution_blocks_planned,ablution_blocks_achieved,highmast_lights_planned,highmast_lights_achieved,streetlights_planned,streetlights_achieved,vending_platforms_planned,vending_platforms_achieved,sewer_connections_planned,sewer_connections_achieved,water_kiosks_planned,water_kiosks_achieved,footpaths_km_planned,footpaths_km_achieved,roads_km_indicator_name,roads_km_category_title,roads_km_activity_code,drainage_km_indicator_name,drainage_km_category_title,drainage_km_activity_code,water_pipeline_km_indicator_name,water_pipeline_km_category_title,water_pipeline_km_activity_code,water_connections_indicator_name,water_connections_category_title,water_connections_activity_code,ablution_blocks_indicator_name,ablution_blocks_category_title,ablution_blocks_activity_code,highmast_lights_indicator_name,highmast_lights_category_title,highmast_lights_activity_code,streetlights_indicator_name,streetlights_category_title,streetlights_activity_code,vending_platforms_indicator_name,vending_platforms_category_title,vending_platforms_activity_code,sewer_connections_indicator_name,sewer_connections_category_title,sewer_connections_activity_code,water_kiosks_indicator_name,water_kiosks_category_title,water_kiosks_activity_code,footpaths_km_indicator_name,footpaths_km_category_title,footpaths_km_activity_code,keep,match_notes
pdo,PDO Tracking Matrix  29-05-2026 NPCT.xlsx,CLUSTER 5,,Elgeyo Marakwet,,Cheptongei,Phase 2 RFQ,Phase 2 Lot 1,AFD,CLUSTER 5,,,,unmatched,68,28,,48,Infrastructure upgrading  In Elgeyo Marakwet  ,KE-ELGEYO MARAKWET -397232-CW-RFB,county_infra_unique,90,,,,,,,,,,,,,,,,1,1,,,36,36,0,0,0,0,0,0,Access roads,Constructed,AC15,Storm water drainage,Constructed,AC23,Water reticulation pipes,Constructed,AC42,Household water connections,Installed,AC14,Ablution blocks,Constructed,,Floodlights,Installed,AC20,Street lights and power connections,Constructed,AC21,Markets and commercial facilities,Constructed,,Sewer lines,Installed,AC25,Water kiosks,Installed,,Footpaths,Constructed,AC17,Y,settlement unmatched; contract resolved: Phase 2 Lot 1
pdo,PDO Tracking Matrix  29-05-2026 NPCT.xlsx,CLUSTER 5,,Elgeyo Marakwet,,Chebiemit,Phase 2 Lot 1,Phase 2 Lot 1,IDA,CLUSTER 5,,,,unmatched,65,28,,48,Infrastructure upgrading  In Elgeyo Marakwet  ,KE-ELGEYO MARAKWET -397232-CW-RFB,county_infra_unique,90,,,,,,1.461,1.461,1.461,1.461,,,,,,,1,1,25,25,,,0.47,0.47,0,0,0,0,Access roads,Constructed,AC15,Storm water drainage,Constructed,AC23,Water reticulation pipes,Constructed,AC42,Household water connections,Installed,AC14,Ablution blocks,Constructed,,Floodlights,Installed,AC20,Street lights and power connections,Constructed,AC21,Markets and commercial facilities,Constructed,,Sewer lines,Installed,AC25,Water kiosks,Installed,,Footpaths,Constructed,AC17,Y,settlement unmatched
pdo,PDO Tracking Matrix  29-05-2026 NPCT.xlsx,CLUSTER 5,,Elgeyo Marakwet,,Chebiemit,Phase 2 RFQ,Phase 2 Lot 1,AFD,CLUSTER 5,,,,unmatched,65,28,,48,Infrastructure upgrading  In Elgeyo Marakwet  ,KE-ELGEYO MARAKWET -397232-CW-RFB,county_infra_unique,90,,,,,,,,,,,,,,,,1,1,,,36,36,0,0,0,0,0,0,Access roads,Constructed,AC15,Storm water drainage,Constructed,AC23,Water reticulation pipes,Constructed,AC42,Household water connections,Installed,AC14,Ablution blocks,Constructed,,Floodlights,Installed,AC20,Street lights and power connections,Constructed,AC21,Markets and commercial facilities,Constructed,,Sewer lines,Installed,AC25,Water kiosks,Installed,,Footpaths,Constructed,AC17,Y,settlement unmatched; contract resolved: Phase 2 Lot 1
comp11_titles,Comp 1.1 Approved Plans and Exp TITLES.docx,,PHASE I (LOT 5),Makueni,Kibwezi West,Mjini,,,,Cluster 1,197,Mjini,sett193,exact,100,17,87,152,"Consultancy services for physical planning, cadastral survey & detailed topographical survey : Makueni, Taita Taveta and Kilifi (E&G)",MLHUD/KISIP/CS/TBD,settlement_project_location,130,468,326,,PHASE I (LOT 5),Cluster 1,,,,,,,,,,,,,,,,,,,,,,,Access roads,Constructed,AC15,Storm water drainage,Constructed,AC23,Water reticulation pipes,Constructed,AC42,Household water connections,Installed,AC14,Ablution blocks,Constructed,,Floodlights,Installed,AC20,Street lights and power connections,Constructed,AC21,Markets and commercial facilities,Constructed,,Sewer lines,Installed,AC25,Water kiosks,Installed,,Footpaths,Constructed,AC17,Y,
comp11_titles,Comp 1.1 Approved Plans and Exp TITLES.docx,,PHASE I (LOT 5),Makueni,Kibwezi West,Misongeni,,,,Cluster 1,199,Misongeni,sett192,exact,100,17,87,152,"Consultancy services for physical planning, cadastral survey & detailed topographical survey : Makueni, Taita Taveta and Kilifi (E&G)",MLHUD/KISIP/CS/TBD,settlement_project_location,130,470,367,,PHASE I (LOT 5),Cluster 1,,,,,,,,,,,,,,,,,,,,,,,Access roads,Constructed,AC15,Storm water drainage,Constructed,AC23,Water reticulation pipes,Constructed,AC42,Household water connections,Installed,AC14,Ablution blocks,Constructed,,Floodlights,Installed,AC20,Street lights and power connections,Constructed,AC21,Markets and commercial facilities,Constructed,,Sewer lines,Installed,AC25,Water kiosks,Installed,,Footpaths,Constructed,AC17,Y,
comp11_titles,Comp 1.1 Approved Plans and Exp TITLES.docx,,PHASE I (LOT 5),Makueni,Kibwezi West,Soko mjinga,,,,Cluster 1,1305,Soko Mjinga,316384c4-af61-435f-936b-903863874344,exact,100,17,87,152,"Consultancy services for physical planning, cadastral survey & detailed topographical survey : Makueni, Taita Taveta and Kilifi (E&G)",MLHUD/KISIP/CS/TBD,settlement_project_location,130,471,123,,PHASE I (LOT 5),Cluster 1,,,,,,,,,,,,,,,,,,,,,,,Access roads,Constructed,AC15,Storm water drainage,Constructed,AC23,Water reticulation pipes,Constructed,AC42,Household water connections,Installed,AC14,Ablution blocks,Constructed,,Floodlights,Installed,AC20,Street lights and power connections,Constructed,AC21,Markets and commercial facilities,Constructed,,Sewer lines,Installed,AC25,Water kiosks,Installed,,Footpaths,Constructed,AC17,Y,
comp11_titles,Comp 1.1 Approved Plans and Exp TITLES.docx,,PHASE I (LOT 5),Taita Taveta,Taveta,Kijiji Cha Chewa,,,,Cluster 1,239,Chewani,sett254,fuzzy_cross_county,95,6,23,156,Survey and Planning In 9 Selected Informal Setlements InTana River County Cluster 4 Phase I Lot 5(Rennaissance),MLHUD/KISIP/CS/TBD,settlement_project_location,130,559,50,,PHASE I (LOT 5),Cluster 1,,,,,,,,,,,,,,,,,,,,,,,Access roads,Constructed,AC15,Storm water drainage,Constructed,AC23,Water reticulation pipes,Constructed,AC42,Household water connections,Installed,AC14,Ablution blocks,Constructed,,Floodlights,Installed,AC20,Street lights and power connections,Constructed,AC21,Markets and commercial facilities,Constructed,,Sewer lines,Installed,AC25,Water kiosks,Installed,,Footpaths,Constructed,AC17,Y,
comp11_titles,Comp 1.1 Approved Plans and Exp TITLES.docx,,PHASE I (LOT 5),Taita Taveta,Taveta,Majengo Mapya,,,,Cluster 1,1278,Bura Ndogo - Majengo Mapya (Bura Ndogo Phase 2),95d56922-ac6e-4010-b0e0-77fe34be6ec2,fuzzy,113,6,23,152,"Consultancy services for physical planning, cadastral survey & detailed topographical survey : Makueni, Taita Taveta and Kilifi (E&G)",MLHUD/KISIP/CS/TBD,settlement_project_location,130,474,256,,PHASE I (LOT 5),Cluster 1,,,,,,,,,,,,,,,,,,,,,,,Access roads,Constructed,AC15,Storm water drainage,Constructed,AC23,Water reticulation pipes,Constructed,AC42,Household water connections,Installed,AC14,Ablution blocks,Constructed,,Floodlights,Installed,AC20,Street lights and power connections,Constructed,AC21,Markets and commercial facilities,Constructed,,Sewer lines,Installed,AC25,Water kiosks,Installed,,Footpaths,Constructed,AC17,Y,
comp11_titles,Comp 1.1 Approved Plans and Exp TITLES.docx,,PHASE I (LOT 5),Taita Taveta,Taveta,Bura Ndogo,,,,Cluster 1,1278,Bura Ndogo - Majengo Mapya (Bura Ndogo Phase 2),95d56922-ac6e-4010-b0e0-77fe34be6ec2,fuzzy,113,6,23,152,"Consultancy services for physical planning, cadastral survey & detailed topographical survey : Makueni, Taita Taveta and Kilifi (E&G)",MLHUD/KISIP/CS/TBD,settlement_project_location,130,474,290,,PHASE I (LOT 5),Cluster 1,,,,,,,,,,,,,,,,,,,,,,,Access roads,Constructed,AC15,Storm water drainage,Constructed,AC23,Water reticulation pipes,Constructed,AC42,Household water connections,Installed,AC14,Ablution blocks,Constructed,,Floodlights,Installed,AC20,Street lights and power connections,Constructed,AC21,Markets and commercial facilities,Constructed,,Sewer lines,Installed,AC25,Water kiosks,Installed,,Footpaths,Constructed,AC17,Y,
comp11_titles,Comp 1.1 Approved Plans and Exp TITLES.docx,,PHASE I (LOT 5),Kilifi,Rabai,Mazeras Centre,,,,Cluster 1,149,Makondeni Miwani(Mazeras),PB1kXPFya,fuzzy,80,3,14,152,"Consultancy services for physical planning, cadastral survey & detailed topographical survey : Makueni, Taita Taveta and Kilifi (E&G)",MLHUD/KISIP/CS/TBD,settlement_project_location,130,475,313,,PHASE I (LOT 5),Cluster 1,,,,,,,,,,,,,,,,,,,,,,,Access roads,Constructed,AC15,Storm water drainage,Constructed,AC23,Water reticulation pipes,Constructed,AC42,Household water connections,Installed,AC14,Ablution blocks,Constructed,,Floodlights,Installed,AC20,Street lights and power connections,Constructed,AC21,Markets and commercial facilities,Constructed,,Sewer lines,Installed,AC25,Water kiosks,Installed,,Footpaths,Constructed,AC17,Y,
comp11_titles,Comp 1.1 Approved Plans and Exp TITLES.docx,,PHASE I (LOT 5),Kilifi,Malindi,M27,,,,Cluster 1,148,Kibokoni M27,sett141,fuzzy,108,3,16,152,"Consultancy services for physical planning, cadastral survey & detailed topographical survey : Makueni, Taita Taveta and Kilifi (E&G)",MLHUD/KISIP/CS/TBD,settlement_project_location,130,476,156,,PHASE I (LOT 5),Cluster 1,,,,,,,,,,,,,,,,,,,,,,,Access roads,Constructed,AC15,Storm water drainage,Constructed,AC23,Water reticulation pipes,Constructed,AC42,Household water connections,Installed,AC14,Ablution blocks,Constructed,,Floodlights,Installed,AC20,Street lights and power connections,Constructed,AC21,Markets and commercial facilities,Constructed,,Sewer lines,Installed,AC25,Water kiosks,Installed,,Footpaths,Constructed,AC17,Y,
comp11_titles,Comp 1.1 Approved Plans and Exp TITLES.docx,,PHASE I (LOT 5),Machakos,Mavoko,Slota,,,,Cluster 2,196,Slota,iekMbe,exact,100,16,80,154,"Survey and Planning In Selected Informal Setlements In Machakos, Tharaka Nithi and Kiambu County Cluster 2 Phase I Lot 5",MLHUD/KISIP/CS/TBD,settlement_project_location,130,537,433,,PHASE I (LOT 5),Cluster 2,,,,,,,,,,,,,,,,,,,,,,,Access roads,Constructed,AC15,Storm water drainage,Constructed,AC23,Water reticulation pipes,Constructed,AC42,Household water connections,Installed,AC14,Ablution blocks,Constructed,,Floodlights,Installed,AC20,Street lights and power connections,Constructed,AC21,Markets and commercial facilities,Constructed,,Sewer lines,Installed,AC25,Water kiosks,Installed,,Footpaths,Constructed,AC17,Y,
comp11_titles,Comp 1.1 Approved Plans and Exp TITLES.docx,,PHASE I (LOT 5),Machakos,Mavoko,Canaani,,,,Cluster 2,193,Kanaani,dA52TZ,fuzzy,99,16,80,154,"Survey and Planning In Selected Informal Setlements In Machakos, Tharaka Nithi and Kiambu County Cluster 2 Phase I Lot 5",MLHUD/KISIP/CS/TBD,lot_cluster_fuzzy,77,,388,,PHASE I (LOT 5),Cluster 2,,,,,,,,,,,,,,,,,,,,,,,Access roads,Constructed,AC15,Storm water drainage,Constructed,AC23,Water reticulation pipes,Constructed,AC42,Household water connections,Installed,AC14,Ablution blocks,Constructed,,Floodlights,Installed,AC20,Street lights and power connections,Constructed,AC21,Markets and commercial facilities,Constructed,,Sewer lines,Installed,AC25,Water kiosks,Installed,,Footpaths,Constructed,AC17,Y,no project_location link
comp11_titles,Comp 1.1 Approved Plans and Exp TITLES.docx,,PHASE I (LOT 5),Machakos,Mavoko,Kwa Mangeli,,,,Cluster 2,194,Kwa Mang'eli,CBom6E,exact,100,16,80,154,"Survey and Planning In Selected Informal Setlements In Machakos, Tharaka Nithi and Kiambu County Cluster 2 Phase I Lot 5",MLHUD/KISIP/CS/TBD,settlement_project_location,130,538,228,,PHASE I (LOT 5),Cluster 2,,,,,,,,,,,,,,,,,,,,,,,Access roads,Constructed,AC15,Storm water drainage,Constructed,AC23,Water reticulation pipes,Constructed,AC42,Household water connections,Installed,AC14,Ablution blocks,Constructed,,Floodlights,Installed,AC20,Street lights and power connections,Constructed,AC21,Markets and commercial facilities,Constructed,,Sewer lines,Installed,AC25,Water kiosks,Installed,,Footpaths,Constructed,AC17,Y,
comp11_titles,Comp 1.1 Approved Plans and Exp TITLES.docx,,PHASE I (LOT 5),Machakos,Mavoko,Jam City,,,,Cluster 2,192,Jam City,Z8ttV5,exact,100,16,80,154,"Survey and Planning In Selected Informal Setlements In Machakos, Tharaka Nithi and Kiambu County Cluster 2 Phase I Lot 5",MLHUD/KISIP/CS/TBD,settlement_project_location,130,539,132,,PHASE I (LOT 5),Cluster 2,,,,,,,,,,,,,,,,,,,,,,,Access roads,Constructed,AC15,Storm water drainage,Constructed,AC23,Water reticulation pipes,Constructed,AC42,Household water connections,Installed,AC14,Ablution blocks,Constructed,,Floodlights,Installed,AC20,Street lights and power connections,Constructed,AC21,Markets and commercial facilities,Constructed,,Sewer lines,Installed,AC25,Water kiosks,Installed,,Footpaths,Constructed,AC17,Y,
comp11_titles,Comp 1.1 Approved Plans and Exp TITLES.docx,,PHASE I (LOT 5),Machakos,Mavoko,Kwa Nzomo,,,,Cluster 2,195,Kwa Nzomo,wJKzDJ,exact,100,16,80,154,"Survey and Planning In Selected Informal Setlements In Machakos, Tharaka Nithi and Kiambu County Cluster 2 Phase I Lot 5",MLHUD/KISIP/CS/TBD,settlement_project_location,130,540,131,,PHASE I (LOT 5),Cluster 2,,,,,,,,,,,,,,,,,,,,,,,Access roads,Constructed,AC15,Storm water drainage,Constructed,AC23,Water reticulation pipes,Constructed,AC42,Household water connections,Installed,AC14,Ablution blocks,Constructed,,Floodlights,Installed,AC20,Street lights and power connections,Constructed,AC21,Markets and commercial facilities,Constructed,,Sewer lines,Installed,AC25,Water kiosks,Installed,,Footpaths,Constructed,AC17,Y,
comp11_titles,Comp 1.1 Approved Plans and Exp TITLES.docx,,PHASE I (LOT 5),Tharaka Nithi,Chuka,Muslim village,,,,Cluster 2,334,Mugui/Muslim Village,sett398,fuzzy,113,13,61,154,"Survey and Planning In Selected Informal Setlements In Machakos, Tharaka Nithi and Kiambu County Cluster 2 Phase I Lot 5",MLHUD/KISIP/CS/TBD,settlement_project_location,130,541,94,,PHASE I (LOT 5),Cluster 2,,,,,,,,,,,,,,,,,,,,,,,Access roads,Constructed,AC15,Storm water drainage,Constructed,AC23,Water reticulation pipes,Constructed,AC42,Household water connections,Installed,AC14,Ablution blocks,Constructed,,Floodlights,Installed,AC20,Street lights and power connections,Constructed,AC21,Markets and commercial facilities,Constructed,,Sewer lines,Installed,AC25,Water kiosks,Installed,,Footpaths,Constructed,AC17,Y,
comp11_titles,Comp 1.1 Approved Plans and Exp TITLES.docx,,PHASE I (LOT 5),Kiambu,Kikuyu,Kiamburi,,,,Cluster 2,139,Kiamburi,1SfeN0kez,exact,100,22,120,154,"Survey and Planning In Selected Informal Setlements In Machakos, Tharaka Nithi and Kiambu County Cluster 2 Phase I Lot 5",MLHUD/KISIP/CS/TBD,settlement_project_location,130,542,228,,PHASE I (LOT 5),Cluster 2,,,,,,,,,,,,,,,,,,,,,,,Access roads,Constructed,AC15,Storm water drainage,Constructed,AC23,Water reticulation pipes,Constructed,AC42,Household water connections,Installed,AC14,Ablution blocks,Constructed,,Floodlights,Installed,AC20,Street lights and power connections,Constructed,AC21,Markets and commercial facilities,Constructed,,Sewer lines,Installed,AC25,Water kiosks,Installed,,Footpaths,Constructed,AC17,Y,
comp11_titles,Comp 1.1 Approved Plans and Exp TITLES.docx,,PHASE I (LOT 5),Kiambu,Thika,Matharau,,,,Cluster 2,142,Matharau,csYH1EL2w,exact,100,22,114,154,"Survey and Planning In Selected Informal Setlements In Machakos, Tharaka Nithi and Kiambu County Cluster 2 Phase I Lot 5",MLHUD/KISIP/CS/TBD,settlement_project_location,130,543,257,,PHASE I (LOT 5),Cluster 2,,,,,,,,,,,,,,,,,,,,,,,Access roads,Constructed,AC15,Storm water drainage,Constructed,AC23,Water reticulation pipes,Constructed,AC42,Household water connections,Installed,AC14,Ablution blocks,Constructed,,Floodlights,Installed,AC20,Street lights and power connections,Constructed,AC21,Markets and commercial facilities,Constructed,,Sewer lines,Installed,AC25,Water kiosks,Installed,,Footpaths,Constructed,AC17,Y,
comp11_titles,Comp 1.1 Approved Plans and Exp TITLES.docx,,PHASE I (LOT 5),Kiambu,Kikuyu,Kanjeru,,,,Cluster 2,138,Kanjeru,5D9rGij8g,exact,100,22,120,154,"Survey and Planning In Selected Informal Setlements In Machakos, Tharaka Nithi and Kiambu County Cluster 2 Phase I Lot 5",MLHUD/KISIP/CS/TBD,settlement_project_location,130,544,144,,PHASE I (LOT 5),Cluster 2,,,,,,,,,,,,,,,,,,,,,,,Access roads,Constructed,AC15,Storm water drainage,Constructed,AC23,Water reticulation pipes,Constructed,AC42,Household water connections,Installed,AC14,Ablution blocks,Constructed,,Floodlights,Installed,AC20,Street lights and power connections,Constructed,AC21,Markets and commercial facilities,Constructed,,Sewer lines,Installed,AC25,Water kiosks,Installed,,Footpaths,Constructed,AC17,Y,
comp11_titles,Comp 1.1 Approved Plans and Exp TITLES.docx,,PHASE I (LOT 5),Kiambu,Limuru,Shauri Yako,,,,Cluster 2,1909,Shauri Yako - Kinoo,Kiambu202609,fuzzy,108,22,121,154,"Survey and Planning In Selected Informal Setlements In Machakos, Tharaka Nithi and Kiambu County Cluster 2 Phase I Lot 5",MLHUD/KISIP/CS/TBD,lot_cluster_fuzzy,77,,32,,PHASE I (LOT 5),Cluster 2,,,,,,,,,,,,,,,,,,,,,,,Access roads,Constructed,AC15,Storm water drainage,Constructed,AC23,Water reticulation pipes,Constructed,AC42,Household water connections,Installed,AC14,Ablution blocks,Constructed,,Floodlights,Installed,AC20,Street lights and power connections,Constructed,AC21,Markets and commercial facilities,Constructed,,Sewer lines,Installed,AC25,Water kiosks,Installed,,Footpaths,Constructed,AC17,Y,no project_location link
comp11_titles,Comp 1.1 Approved Plans and Exp TITLES.docx,,PHASE I (LOT 5),Kiambu,Thika,Kiandutu,,,,Cluster 2,140,Kiandutu,iCZznlCow,exact,100,22,114,154,"Survey and Planning In Selected Informal Setlements In Machakos, Tharaka Nithi and Kiambu County Cluster 2 Phase I Lot 5",MLHUD/KISIP/CS/TBD,settlement_project_location,130,545,4342,,PHASE I (LOT 5),Cluster 2,,,,,,,,,,,,,,,,,,,,,,,Access roads,Constructed,AC15,Storm water drainage,Constructed,AC23,Water reticulation pipes,Constructed,AC42,Household water connections,Installed,AC14,Ablution blocks,Constructed,,Floodlights,Installed,AC20,Street lights and power connections,Constructed,AC21,Markets and commercial facilities,Constructed,,Sewer lines,Installed,AC25,Water kiosks,Installed,,Footpaths,Constructed,AC17,Y,
comp11_titles,Comp 1.1 Approved Plans and Exp TITLES.docx,,PHASE I (LOT 5),West Pokot,West Pokot,Aramaget,,,,Cluster 3,273,Aramaget,BzTDAcUM-,exact,100,24,,155,"Survey and Planning In Selected Informal Setlements In West Pokot, Trans nzoia, Bungoma, Homa Bay County Cluster 3 Phase I Lot 5",MLHUD/KISIP/CS/TBD,settlement_project_location,130,546,123,,PHASE I (LOT 5),Cluster 3,,,,,,,,,,,,,,,,,,,,,,,Access roads,Constructed,AC15,Storm water drainage,Constructed,AC23,Water reticulation pipes,Constructed,AC42,Household water connections,Installed,AC14,Ablution blocks,Constructed,,Floodlights,Installed,AC20,Street lights and power connections,Constructed,AC21,Markets and commercial facilities,Constructed,,Sewer lines,Installed,AC25,Water kiosks,Installed,,Footpaths,Constructed,AC17,Y,
comp11_titles,Comp 1.1 Approved Plans and Exp TITLES.docx,,PHASE I (LOT 5),West Pokot,Pokot South,Kabichbich,,,,Cluster 3,274,Kabichbich,MqtAGnlCq,exact,100,24,132,155,"Survey and Planning In Selected Informal Setlements In West Pokot, Trans nzoia, Bungoma, Homa Bay County Cluster 3 Phase I Lot 5",MLHUD/KISIP/CS/TBD,settlement_project_location,130,547,91,,PHASE I (LOT 5),Cluster 3,,,,,,,,,,,,,,,,,,,,,,,Access roads,Constructed,AC15,Storm water drainage,Constructed,AC23,Water reticulation pipes,Constructed,AC42,Household water connections,Installed,AC14,Ablution blocks,Constructed,,Floodlights,Installed,AC20,Street lights and power connections,Constructed,AC21,Markets and commercial facilities,Constructed,,Sewer lines,Installed,AC25,Water kiosks,Installed,,Footpaths,Constructed,AC17,Y,
comp11_titles,Comp 1.1 Approved Plans and Exp TITLES.docx,,PHASE I (LOT 5),West Pokot,Pokot South,Chepareria,,,,Cluster 3,873,Chepareria,dYPBE3uGU,exact,100,24,132,155,"Survey and Planning In Selected Informal Setlements In West Pokot, Trans nzoia, Bungoma, Homa Bay County Cluster 3 Phase I Lot 5",MLHUD/KISIP/CS/TBD,settlement_project_location,130,548,104,,PHASE I (LOT 5),Cluster 3,,,,,,,,,,,,,,,,,,,,,,,Access roads,Constructed,AC15,Storm water drainage,Constructed,AC23,Water reticulation pipes,Constructed,AC42,Household water connections,Installed,AC14,Ablution blocks,Constructed,,Floodlights,Installed,AC20,Street lights and power connections,Constructed,AC21,Markets and commercial facilities,Constructed,,Sewer lines,Installed,AC25,Water kiosks,Installed,,Footpaths,Constructed,AC17,Y,
comp11_titles,Comp 1.1 Approved Plans and Exp TITLES.docx,,PHASE I (LOT 5),West Pokot,Pokot South,Makutano,,,,Cluster 3,874,Makutano,XZSz8zuaJ,exact,100,24,132,155,"Survey and Planning In Selected Informal Setlements In West Pokot, Trans nzoia, Bungoma, Homa Bay County Cluster 3 Phase I Lot 5",MLHUD/KISIP/CS/TBD,settlement_project_location,130,549,141,,PHASE I (LOT 5),Cluster 3,,,,,,,,,,,,,,,,,,,,,,,Access roads,Constructed,AC15,Storm water drainage,Constructed,AC23,Water reticulation pipes,Constructed,AC42,Household water connections,Installed,AC14,Ablution blocks,Constructed,,Floodlights,Installed,AC20,Street lights and power connections,Constructed,AC21,Markets and commercial facilities,Constructed,,Sewer lines,Installed,AC25,Water kiosks,Installed,,Footpaths,Constructed,AC17,Y,
comp11_titles,Comp 1.1 Approved Plans and Exp TITLES.docx,,PHASE I (LOT 5),Bungoma,Webuye East,Nangeni,,,,Cluster 3,115,Nangeni,sett106,exact,100,39,221,155,"Survey and Planning In Selected Informal Setlements In West Pokot, Trans nzoia, Bungoma, Homa Bay County Cluster 3 Phase I Lot 5",MLHUD/KISIP/CS/TBD,settlement_project_location,130,550,44,,PHASE I (LOT 5),Cluster 3,,,,,,,,,,,,,,,,,,,,,,,Access roads,Constructed,AC15,Storm water drainage,Constructed,AC23,Water reticulation pipes,Constructed,AC42,Household water connections,Installed,AC14,Ablution blocks,Constructed,,Floodlights,Installed,AC20,Street lights and power connections,Constructed,AC21,Markets and commercial facilities,Constructed,,Sewer lines,Installed,AC25,Water kiosks,Installed,,Footpaths,Constructed,AC17,Y,
comp11_titles,Comp 1.1 Approved Plans and Exp TITLES.docx,,PHASE I (LOT 5),Trans Nzoia,Kiminini,Shimo la Tewa,,,,Cluster 3,257,Shimo La Tewa,yrfFDN4kT,exact,100,26,139,155,"Survey and Planning In Selected Informal Setlements In West Pokot, Trans nzoia, Bungoma, Homa Bay County Cluster 3 Phase I Lot 5",MLHUD/KISIP/CS/TBD,settlement_project_location,130,551,72,,PHASE I (LOT 5),Cluster 3,,,,,,,,,,,,,,,,,,,,,,,Access roads,Constructed,AC15,Storm water drainage,Constructed,AC23,Water reticulation pipes,Constructed,AC42,Household water connections,Installed,AC14,Ablution blocks,Constructed,,Floodlights,Installed,AC20,Street lights and power connections,Constructed,AC21,Markets and commercial facilities,Constructed,,Sewer lines,Installed,AC25,Water kiosks,Installed,,Footpaths,Constructed,AC17,Y,
comp11_titles,Comp 1.1 Approved Plans and Exp TITLES.docx,,PHASE I (LOT 5),Homa Bay,Rachuonyo North,Kijijini (Kendu Bay Old Town),,,,Cluster 3,1481,Kijijini Kendu Bay,e9333eae-238f-43a8-97e6-7307b34b1f9a,fuzzy,108,43,,155,"Survey and Planning In Selected Informal Setlements In West Pokot, Trans nzoia, Bungoma, Homa Bay County Cluster 3 Phase I Lot 5",MLHUD/KISIP/CS/TBD,lot_cluster_fuzzy,77,,76,,PHASE I (LOT 5),Cluster 3,,,,,,,,,,,,,,,,,,,,,,,Access roads,Constructed,AC15,Storm water drainage,Constructed,AC23,Water reticulation pipes,Constructed,AC42,Household water connections,Installed,AC14,Ablution blocks,Constructed,,Floodlights,Installed,AC20,Street lights and power connections,Constructed,AC21,Markets and commercial facilities,Constructed,,Sewer lines,Installed,AC25,Water kiosks,Installed,,Footpaths,Constructed,AC17,Y,no project_location link
comp11_titles,Comp 1.1 Approved Plans and Exp TITLES.docx,,PHASE I (LOT 5),Homa Bay,Ndhiwa,Ndhiwa Settlement,,,,Cluster 3,1336,Ndhiwa,RbqswfGJ,exact,100,43,250,155,"Survey and Planning In Selected Informal Setlements In West Pokot, Trans nzoia, Bungoma, Homa Bay County Cluster 3 Phase I Lot 5",MLHUD/KISIP/CS/TBD,lot_cluster_fuzzy,77,,132,,PHASE I (LOT 5),Cluster 3,,,,,,,,,,,,,,,,,,,,,,,Access roads,Constructed,AC15,Storm water drainage,Constructed,AC23,Water reticulation pipes,Constructed,AC42,Household water connections,Installed,AC14,Ablution blocks,Constructed,,Floodlights,Installed,AC20,Street lights and power connections,Constructed,AC21,Markets and commercial facilities,Constructed,,Sewer lines,Installed,AC25,Water kiosks,Installed,,Footpaths,Constructed,AC17,Y,no project_location link
comp11_titles,Comp 1.1 Approved Plans and Exp TITLES.docx,,PHASE I (LOT 5),Tana River,Tana River,Makaburini,,,,Cluster 4,242,Makaburini,sett258,exact,100,4,,156,Survey and Planning In 9 Selected Informal Setlements InTana River County Cluster 4 Phase I Lot 5(Rennaissance),MLHUD/KISIP/CS/TBD,settlement_project_location,130,553,319,,PHASE I (LOT 5),Cluster 4,,,,,,,,,,,,,,,,,,,,,,,Access roads,Constructed,AC15,Storm water drainage,Constructed,AC23,Water reticulation pipes,Constructed,AC42,Household water connections,Installed,AC14,Ablution blocks,Constructed,,Floodlights,Installed,AC20,Street lights and power connections,Constructed,AC21,Markets and commercial facilities,Constructed,,Sewer lines,Installed,AC25,Water kiosks,Installed,,Footpaths,Constructed,AC17,Y,
